book_id,title,authors,top_genre,average_rating,ratings_count
16067818,"Anathema (Cloud Prophet Trilogy, #1)",Megg Jensen,fantasy,3.61,14
18921984,Envisioned (The Elemental Prophecy #1),Nikki Narvaez,fantasy,3.71,45
8129097,"The Necromancer (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,fantasy,4.12,7
11521974,The Castings Trilogy,Pamela Freeman,fantasy,4.05,11
23272411,Ice Massacre,Tiana Warner,fantasy,4.23,12
23272410,Ice Massacre,Tiana Warner,fantasy,4.23,133
703701,Ghosts (The Enchanted World Series),Time-Life Books,fantasy,4.17,281
22315106,"The Butterfly Crest (The Protogenoi Series, #1)",Eva Vanrell,fantasy,3.65,25
11826346,"The Great Hunt (Wheel of Time, #2)","Robert Jordan, Kate Reading, Michael Kramer",fantasy,4.21,182
20062783,"Song of Susannah (The Dark Tower, #6)",Stephen King,fantasy,3.98,527
26011960,Black Beauty (Everleaf #0.5),Constance Burris,fantasy,4.06,59
1018763,"Beguilement (The Sharing Knife, #1)","Lois McMaster Bujold, Bernadette Dunne",fantasy,3.73,11
17668199,"Siege and Storm (The Grisha, #2)",Leigh Bardugo,fantasy,4.08,43
5971883,A Templar's Apprentice (Tormod Trilogy #1),Kat  Black,fantasy,3.66,207
6764674,The Thirteenth Princess,Diane Zahler,fantasy,3.92,26
1437726,Neveryona (Neveryon Series),Samuel R. Delany,fantasy,3.96,21
34807455,"Winter Tide (The Innsmouth Legacy, #1)","Ruthanna Emrys, Gabra Zackman",fantasy,3.8,7
16093767,The Stress of Her Regard,Tim Powers,fantasy,3.79,39
6676993,"The Eye of the World (Wheel of Time, #1)","Robert Jordan, Kate Reading, Michael Kramer",fantasy,4.18,61
22891546,"The Siren (Laments of Angels & Dark Chemistry, #1)",Meg Xuemei X,fantasy,3.75,55
1134849,Taran Wanderer (The Chronicles of Prydain #4),Lloyd Alexander,fantasy,4.14,239
34021200,The Girl Who Drank the Moon,"Kelly Barnhill, Christina Moore",fantasy,4.19,131
34204348,Alanna: The Song of the Lioness,Tamora Pierce,fantasy,4.37,10
1400926,"Split Infinity (Apprentice Adept, #1)",Piers Anthony,fantasy,3.94,158
18161930,"American Gods (American Gods, #1)",Neil Gaiman,fantasy,4.11,1647
23292301,"White Mare's Daughter (Epona, #1)",Judith Tarr,fantasy,3.93,12
34528140,Entangled Souls,Dorothy Dreyer,fantasy,4.48,13
18706097,The Boundless,Kenneth Oppel,fantasy,3.89,26
32580602,The Eye of the Swan A Tremontaine Story,"Kelly Robson, Kathleen Jennings",fantasy,4.06,18
23818416,"Eye of the Hawk (Tears of Gods and Dragons, 1)",L.V. Barat,fantasy,4.21,7
23849697,"The Fire Sermon (The Fire Sermon, #1)",Francesca Haig,fantasy,3.63,49
26111843,"The Bloodforged (Bloodbound, #2)",Erin Lindsey,fantasy,3.78,26
25090918,"Ink and Bone (The Great Library, #1)",Rachel Caine,fantasy,3.96,591
32860059,Ash and Quill (The Great Library #3),Rachel Caine,fantasy,4.11,343
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,fantasy,4.25,42783
471560,The Chronicles of Pern: First Fall,Anne McCaffrey,fantasy,4.02,826
17345378,"Teardrop (Teardrop, #1)",Lauren Kate,fantasy,3.65,31
330786,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,fantasy,4.53,1232
330785,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,fantasy,4.54,1890
140998,Undine,Penni Russon,fantasy,3.27,21
16040421,Nolander (Emanations #1),Becca Mills,fantasy,3.75,652
25980869,Three Great Lies,Vanessa MacLellan,fantasy,4.17,20
26077340,"Sylphide (La Sylphide, #1)",K. Gorman,fantasy,4.21,14
25430582,"The League of Beastly Dreadfuls (The League of Beastly Dreadfuls, #1)",Holly Grant,fantasy,3.6,8
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",fantasy,4.25,307430
14812,"The Sword of Angels (The Bronze Knight, #3)",John Marco,fantasy,3.88,769
1952875,"Son of the Shadows (The Sevenwaters Trilogy, #2)",Juliet Marillier,fantasy,4.32,144
13455553,"The Peculiar (The Peculiar, #1)",Stefan Bachmann,fantasy,3.63,3191
2863484,"Black Heart (Vampirates, #4)",Justin Somper,fantasy,4.17,50
20925829,"The Halfblood King (The Chronicles of Aertu, #1)",Julian Benoit,fantasy,3.76,61
24885873,"Island of Graves (Unwanteds, #6)",Lisa McMann,fantasy,4.53,83
7180945,The House on the Borderland,William Hope Hodgson,fantasy,3.66,14
27040335,Practical Applications for Multiverse Theory,"Noa Gavin, Nick  Scott",fantasy,3.68,70
15926774,Rump: The True Story of Rumpelstiltskin,Liesl Shurtliff,fantasy,4.04,206
1257796,Tigana,Guy Gavriel Kay,fantasy,4.12,180
23281886,Keepers of the Labyrinth,Erin E. Moulton,fantasy,3.43,216
13623939,Hidden Things,Doyce Testerman,fantasy,3.37,447
21939392,A Feast For Crows,George R.R. Martin,fantasy,4.1,142
33225608,"The Bridge Beyond Her World (Song of the Worlds, #2)",Brandon Barr,fantasy,4.27,12
13541935,"Wielder's Rising (Wielder, #2)",T.B. Christensen,fantasy,3.95,1161
17385264,"Blood (The Unfinished Song, #6)",Tara Maya,fantasy,4.33,215
11594075,"Muddle Earth (Muddle Earth, #1)","Paul Stewart, Chris Riddell",fantasy,3.86,23
23306465,"The Witch of Duva (The Grisha, #0.5)",Leigh Bardugo,fantasy,4.05,8
35112883,Fantastic Beasts and Where to Find Them,"J.K. Rowling, Eddie Redmayne",fantasy,3.96,28
26079201,Cursed by the Gods,Raye Wagner,fantasy,3.74,1415
6405117,"Many Waters (Time, #4)",Madeleine L'Engle,fantasy,4.01,71
17901440,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","J.K. Rowling, Jim  Dale",fantasy,4.54,152
6355118,"City of Glass (The Mortal Instruments, #3)","Cassandra Clare, Natalie Moore",fantasy,4.34,326
264039,Weaveworld,Clive Barker,fantasy,4.13,178
25722396,Ranger Rising (Claire-Agon Ranger #1),Salvador Mercer,fantasy,4.02,18
33953546,Mystic (Nightblade Epic #2),Garrett Robinson,fantasy,3.77,72
185230,The Soprano Sorceress (Spellsong Cycle #1),L.E. Modesitt Jr.,fantasy,3.65,2922
25790969,The Eagle Key,Amy Kuivalainen,fantasy,4.2,8
13584230,Fable: Theresa,Peter David,fantasy,4.36,33
1582471,"City of Flowers (Stravaganza, #3)",Mary Hoffman,fantasy,3.98,64
21412311,Of Bone and Thunder,Chris  Evans,fantasy,3.66,237
29496171,"Oblivion (Wildwitch, #2)","Lene Kaaberbol, Charlotte Barslund, Rohan Eason",fantasy,3.7,11
34212815,"Unexpected Bride (Warlord, #4)",Michelle Howard,fantasy,3.98,155
16283400,Part Ten: The Broken Window,Andrew Leon,fantasy,4.33,12
27516185,"Self-Made Scoundrel (The Valley of Ten Crescents, #2)",Tristan J. Tarwater,fantasy,4.0,9
18782855,Princess of Thorns,Stacey Jay,fantasy,3.83,6301
23573606,The Dreamsnatcher (Dreamsnatcher #1),Abi Elphinstone,fantasy,4.21,267
2476546,"Path of Revenge (Broken Man, #1)",Russell Kirkpatrick,fantasy,3.72,282
17168248,The Wolf Princess,Cathryn Constable,fantasy,3.67,77
3284192,Zorgamazoo,"Robert Paul Weston, Victor Rivas",fantasy,4.05,1477
22642907,"Claimed by the Elven Brothers: Decision (An Elven King Novella, #1)",Cristina Rayne,fantasy,3.61,140
23121927,The Slow Regard of Silent Things,Patrick Rothfuss,fantasy,3.91,27
25644677,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,fantasy,4.48,42
33873913,"Immortal Progeny (Fragile Gods, #1)",Philippa Ballantine,fantasy,3.84,16
818360,"The Eyre Affair (Thursday Next, #1)","Jasper Fforde, Susan Duerden",fantasy,3.91,77
25789443,"The King's Games (Kanin Chronicles, #0.5)",Amanda Hocking,fantasy,3.89,153
23835438,"Endsinger (The Lotus War, #3)",Jay Kristoff,fantasy,4.31,18
6578837,The Law of Nines,"Terry Goodkind, Mark Deakins",fantasy,3.6,40
23344338,"Traitor (Dragonrider Chronicles, #3)",Nicole Conway,fantasy,4.41,211
22040986,Taliesin Ascendant,"Megan Joel Peterson, Skye Malone",fantasy,3.84,20
18103922,Conan the Cimmerian: The Complete Tales,Robert E. Howard,fantasy,3.94,11
25525037,"Defiant (Towers Trilogy, #2)",Karina Sumner-Smith,fantasy,3.97,61
12124218,"Tongues of Serpents (Temeraire, #6)",Naomi Novik,fantasy,3.68,151
22405319,"Grimoire Saga Box Set (The Grimoire Saga, #1-3)",S.M. Boyce,fantasy,4.45,77
28728,"Beyond World's End (Bedlam's Bard, #4)","Mercedes Lackey, Rosemary Edghill",fantasy,3.92,2391
28729,The Dragon Quintet,"Marvin Kaye, Michael Swanwick, Orson Scott Card, Mercedes Lackey, Tanith Lee, Elizabeth Moon",fantasy,3.76,526
17340656,"The Wretched of Muirwood (Legends of Muirwood, #1)",Jeff Wheeler,fantasy,3.98,6548
19547563,"Amulet of Power (The Lost Amulet Chronicles, #2)",Katie Lynn Johnson,fantasy,4.24,19
33509082,The November Girl,Lydia Kang,fantasy,4.14,73
19547616,"Bloodline (The Cull, #1)",Eric J. Gates,fantasy,4.14,11
9766063,Ico: Castle in the Mist,Miyuki Miyabe,fantasy,3.68,700
30848330,Puss without Boots: A Puss in Boots Retelling,Shari L. Tapscott,fantasy,4.02,347
10760710,"Fablehaven: Complete Set (Boxed Set): Fablehaven; Rise of the Evening Star; Grip of the Shadow Plague; Secrets of the Dragon Sanctuary; Keys to the Demon Prison (Fablehaven, #1-5)","Brandon Mull, Brandon Dorman",fantasy,4.58,408
20693510,"The Lightning Wastes (Traveler's Gate Chronicles, #3)",Will Wight,fantasy,4.17,701
17905446,"Wicked Intentions (The Abattoir, #1)",Charity Langley,fantasy,3.86,12
26906318,The Guilt of the Innocent (The Kinmark Saga Book 2),Josh Brannan,fantasy,4.11,9
34869018,Genius Doctor: Black Belly Miss Book #7,"North Night, Misty Cloud TranS",fantasy,4.5,12
16498187,Dreamlander,K.M. Weiland,fantasy,4.1,212
10160975,"The Novice (Black Magician Trilogy, #2)",Trudi Canavan,fantasy,4.07,119
29638970,The Discipline #4,Peter Milligan,fantasy,2.5,14
16093908,"Cracked (Soul Eaters, #1)",Eliza Crewe,fantasy,3.95,316
20816030,"Bound (The Guardians, #1)",M.J.   Stevens,fantasy,4.07,7
29394,"Cursor's Fury (Codex Alera, #3)",Jim Butcher,fantasy,4.36,42347
29396,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,fantasy,4.12,71843
28605560,"Knight Defenders (Knights, #1)",Victoria Sue,fantasy,4.61,18
30763464,Monstrous Little Voices: Five New Stories from Shakespeare's Fantasy World,"Jonathan Barnes, Adrian Tchaikovsky, Emma Newman, Foz Meadows, Kate Heartfield",fantasy,4.04,12
25256965,The Grindle Witch,Benjamin J. Myers,fantasy,3.62,21
34051373,"Shadowhouse Fall (Shadowshaper, #2)",Daniel Jose Older,fantasy,4.38,252
332854,"The Shadow Thieves (Cronus Chronicles, #1)",Anne Ursu,fantasy,3.77,5349
332853,"The Siren Song (Cronus Chronicles, #2)","Anne Ursu, Eric Fortune",fantasy,3.92,1715
29345889,Tooth Goblins,Ash Toroid,fantasy,3.97,15
17978709,Shoggoth's Old Peculiar,Neil Gaiman,fantasy,4.02,96
8536878,"The Cadaver Client (Markhat, #4)",Frank Tuttle,fantasy,3.9,50
6436602,The Sad Tale of the Brothers Grossbart,Jesse Bullington,fantasy,3.46,1592
12646578,The Wizard's Coming,Juliet E. McKenna,fantasy,3.29,45
23302633,The Outlanders (The Fulfillment Series #2),Erin Rhew,fantasy,4.4,34
22542586,"Avian (Dragonrider Chronicles, #2)",Nicole Conway,fantasy,4.38,374
6656935,"Mistborn: The Final Empire (Mistborn, #1)","Brandon Sanderson, Michael Kramer",fantasy,4.43,329
1861407,The Gates of Dawn (The Chronicles of Blood and Stone #2),Robert Newcomb,fantasy,3.6,515
10175561,Abhorsen,Garth Nix,fantasy,4.29,58
23483329,"Orb Sceptre Throne (Novels of the Malazan Empire, #4)",Ian C. Esslemont,fantasy,4.1,243
7740225,"Tyger Tyger (Goblin Wars, #1)",Kersten Hamilton,fantasy,3.84,2122
22443909,The Imaginary,"A.F. Harrold, Emily Gravett",fantasy,3.97,1544
7048760,"Everlost (Skinjacker, #1)",Neal Shusterman,fantasy,3.94,47
25007719,"The Rhesus Chart (Laundry Files, #5)",Charles Stross,fantasy,4.17,20
47621,The Ragwitch,Garth Nix,fantasy,3.45,2743
47622,"The Violet Keystone (The Seventh Tower, #6)",Garth Nix,fantasy,3.96,4663
47624,"Lirael (Abhorsen, #2)",Garth Nix,fantasy,4.29,80367
47627,"Into Battle (The Seventh Tower, #5)","Garth Nix, Steve Rawlings",fantasy,3.92,4566
47629,"Lirael (Abhorsen, #2)",Garth Nix,fantasy,4.29,1162
32190010,Legion (Talon #4),Julie Kagawa,fantasy,4.13,109
17655238,The Prisoner of Heaven,"Carlos Ruiz Zafon, Lucia Graves",fantasy,3.96,256
18276128,The House of Rose (Auronia #1),T.T. Escurel,fantasy,3.83,37
413963,"Sister of the Dead (Noble Dead, Series 1, #3)","Barb Hendee, J.C. Hendee",fantasy,3.97,3653
3343569,"Camelot's Blood (The Paths to Camelot, #4)",Sarah Zettel,fantasy,4.01,162
20732972,The King of Elfland's Daughter,Lord Dunsany,fantasy,3.83,11
14060243,"Storm Front (The Dresden Files, #1)",Jim Butcher,fantasy,4.02,43
25780872,"The Witching Elm (The Memento Mori Series, #1)",C.N. Crawford,fantasy,3.7,108
11100298,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,fantasy,4.16,2140
1744667,City of Bones,Martha Wells,fantasy,4.01,29
29361587,"All Is Fair (The Split Worlds, #3)",Emma Newman,fantasy,3.96,53
17857952,Palace of the Twelve Pillars,Christina Weigand,fantasy,4.21,21
18911642,Trinket (Feyland 3.5),Anthea Sharp,fantasy,3.99,38
32195016,Dark Feather,Alta Hensley,fantasy,3.55,53
21468526,"A Grimm Warning (The Land of Stories, #3)",Chris Colfer,fantasy,4.54,791
26793590,"Frozen Tides (Falling Kingdoms, #4)",Morgan Rhodes,fantasy,4.42,12
15824168,"Touch (The Queen of the Dead, #2)","Michelle Sagara, Michelle Sagara West",fantasy,3.72,372
7083385,"Dreamfever (Fever, #4)",Karen Marie Moning,fantasy,4.43,43
2139634,Beowulf: The Legend of a Hero,"Nicky Raven, John Howe",fantasy,4.21,27
6586957,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan,fantasy,4.21,321
19264934,Amáne of Teravinea: The Chosen One (Teravinea #1),D. Maria Trimble,fantasy,4.13,64
4248276,"Northern Lights (His Dark Materials, #1)",Philip Pullman,fantasy,3.94,44
6369113,Lips Touch: Three Times,"Laini Taylor, Jim Di Bartolo",fantasy,3.87,9918
13608416,Kristin Cashore eSampler,Kristin Cashore,fantasy,4.43,452
4712760,Here Be Dragons: Tales of Dragoncon,"Bill Fawcett, Robert Lynn Asprin, Janny Wurts, Mike Resnick, Chelsea Quinn Yarbro, Susan Sizemore, Todd J. McCaffrey, Selina Rosen, Jean Marie Ward, Bradley H. Sinor, Jody Lynn Nye, Teresa Patterson, Michelle Poche, Karen DeWinter",fantasy,3.48,39
25040611,"Arrows of Change (Kingmakers, #1)",Honor Raconteur,fantasy,3.91,388
17661963,"Happy Valentine's Slay, Children of Hamlin, Tooth & Nail & Fairy Tale, Ember in the Wind, Jar of Hearts, Welcome to Sorrow (The Grimm Diaries Prequels #11- #14)",Cameron Jace,fantasy,4.21,444
1189150,"The Purple Emperor (The Faerie Wars Chronicles, #2)",Herbie Brennan,fantasy,3.84,86
1189154,"Wolf Speaker (The Immortals, #2)",Tamora Pierce,fantasy,4.22,82
1435286,"Dark Prince (Greek Series, #2)",David Gemmell,fantasy,4.12,105
18404232,"The Godless (Children, #1)",Ben Peek,fantasy,3.61,349
34469647,How To Avoid Death On A Daily Basis: Book Five,V. Moody,fantasy,4.07,82
22858131,"Amulet of Destiny (The Lost Amulet Chronicles, #3)",Katie Lynn Johnson,fantasy,3.5,9
20869775,"Mind Forged (Enchanters of Xarparion, #1)",T. Michael Ford,fantasy,3.9,1267
23505867,"Awoken (The Lucidites, #1)",Sarah Noffke,fantasy,3.91,370
12062191,"The Blacksmith's Son (Mageborn, #1)",Michael G. Manning,fantasy,3.87,10
25442111,Grounded: The Adventures of Rapunzel,Megan   Morrison,fantasy,4.16,48
862268,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,fantasy,4.45,168
8163086,Where the Mountain Meets the Moon,"Grace Lin, Janet Song",fantasy,4.24,50
983203,"Magyk (Septimus Heap, #1)","Angie Sage, Mark Zug",fantasy,3.8,1003
5781321,The Asbo Fairy Tales,"Chris Pilbeam, Hans Christian Asbosen",fantasy,3.25,225
17332287,The Land Across,Gene Wolfe,fantasy,3.44,603
1380102,Vampires of Nightworld,David Bischoff,fantasy,3.59,34
9907737,"Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,fantasy,3.85,64
23349787,"Forsaken (Dylan Hart Odyssey of the Occult, #4)",R.M. Gilmore,fantasy,4.67,33
9261394,"The Atlantis Complex (Artemis Fowl, #7)","Eoin Colfer, Nathaniel Parker",fantasy,3.97,35
827968,"Northern Lights (His Dark Materials, #1)",Philip Pullman,fantasy,3.94,362
4021756,"The Demon Hunter (Oliver Nocturne, #4)",Kevin Emerson,fantasy,4.14,196
8126299,The Foretelling,Alice Hoffman,fantasy,3.82,49
18681291,"Invisible (Aerling, #1)",DelSheree Gladden,fantasy,4.27,1095
11350430,"The Mystery Knight (The Tales of Dunk and Egg, #3)",George R.R. Martin,fantasy,4.21,11489
24909599,"Wind Raker (The Order of the Air, #4)","Melissa Scott, Jo Graham",fantasy,4.23,16
23249373,Yankari,Ann Christy,fantasy,4.72,18
25749841,Death Weavers,Brandon Mull,fantasy,4.47,155
362888,"Talyn (Korre, #1)",Holly Lisle,fantasy,3.79,718
22447220,"Ensnared (Splintered, #3)",A.G. Howard,fantasy,4.24,10221
31626329,"The Furthest Station (Peter Grant, #5.7)",Ben Aaronovitch,fantasy,4.13,1441
764484,"Wizard and Glass (The Dark Tower, #4)","Stephen King, Dave McKean",fantasy,4.24,604
29008820,"Cutting Into the Southern Domain (I Shall Seal the Heavens, #2)","Er Gen, Deathblade",fantasy,4.44,271
20808500,"Song of Susannah (The Dark Tower, #6)",Stephen King,fantasy,3.98,11
23309742,Cold Iron (The Malorum Gates #1),Stina Leicht,fantasy,3.61,215
8723169,"The Guardians (The Restoration Series, #1)",Christopher   Williams,fantasy,3.82,686
34352236,"Sora's Quest (The Cat's Eye Chronicles, #1)",T.L. Shreffler,fantasy,4.02,243
17836592,"Raven Flight (Shadowfell, #2)",Juliet Marillier,fantasy,4.04,349
31439265,Hero High: Figure In The Flames,Mina Chara,fantasy,4.56,27
643750,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,fantasy,4.3,3648
16045466,The Shambling Guide to New York City,Mur Lafferty,fantasy,3.73,22
3884045,"Wolf Brother, Spirit Walker, Soul Eater (Chronicles of Ancient Darkness #1-3)",Michelle Paver,fantasy,4.56,445
10394042,The Heroes (First Law World #5),Joe Abercrombie,fantasy,4.27,1405
28427284,"Alone (Flamestone Trilogy, #1)",Holly Hook,fantasy,3.92,110
23811018,Jack Staples and the Ring of Time,"Mark Batterson, Joel N. Clark",fantasy,4.15,22
26838903,How the Marquis Got His Coat Back,Neil Gaiman,fantasy,4.12,763
3870877,Circle Of Nine,Josephine Pennicott,fantasy,3.3,47
29241319,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","J.K. Rowling, Jim Kay",fantasy,4.38,2520
29241312,"The Elders (Foxcraft, #2)",Inbali Iserles,fantasy,4.42,176
16085465,"Raven Flight (Shadowfell, #2)",Juliet Marillier,fantasy,4.04,179
1847000,"The Better Mousetrap (J. W. Wells & Co., #5)",Tom Holt,fantasy,3.9,660
21911521,"The Dying of the Light (Skulduggery Pleasant, #9)",Derek Landy,fantasy,4.63,360
1451516,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,fantasy,4.34,153
18534695,CounterPoint,Daniel Rafferty,fantasy,3.26,11
23353773,The Legend of Skaluni,"Bruce E. Arrington, Julian  Bauer",fantasy,4.29,7
26831034,"Atlantis On the Shores of Forever (Atlantis: The Antediluvian Chronicles, #1)",Jennifer McKeithen,fantasy,4.33,11
12833620,The Thirteen Hallows,"Michael Scott, Colette Freedman",fantasy,3.35,145
25960672,"The Speed of Darkness (Chronoptika, #4)",Catherine Fisher,fantasy,4.03,20
6327222,"Dragonflight (Pern: Dragonriders of Pern, #1)",Anne McCaffrey,fantasy,4.1,1302
8876133,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,fantasy,3.79,29
9861140,"Dark is the Moon (The View From the Mirror, #3)",Ian Irvine,fantasy,3.98,9
29217076,"Magic & Manners (Austen Chronicle, #1)","C.E. Murphy, Gemma Dawson",fantasy,3.83,10
32800245,"Air Awakens (Air Awakens, #1)",Elise Kova,fantasy,4.02,347
20432765,"The Very Ugly Duckling (Bookworm, #2)",Christopher G. Nuttall,fantasy,3.95,1059
22890934,The Beast Within: A Tale of Beauty's Prince,Serena Valentino,fantasy,3.57,324
845753,The Last Unicorn,Peter S. Beagle,fantasy,4.18,10
26161232,Speak Easy,Catherynne M. Valente,fantasy,3.79,53
18143903,"Sky Raiders (Five Kingdoms, #1)","Brandon Mull, Keith Nobbs",fantasy,4.24,29
7615320,"The Dark is Rising: The Complete Sequence (The Dark is Rising, #1-5)",Susan Cooper,fantasy,4.29,185
8148690,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3)",Tad Williams,fantasy,4.19,375
34914823,The Seven (The Vagrant #3),Peter  Newman,fantasy,4.31,27
24172090,The Sword of Summer (Magnus Chase and the Gods of Asgard #1),Rick Riordan,fantasy,4.26,32
6632449,"Exile (The Dark Elf Trilogy #2, The Legend of Drizzt #2 )",R.A. Salvatore,fantasy,4.24,1823
8241458,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,fantasy,4.29,114
15821995,Burn Like Ice,Adonis Devereux,fantasy,2.84,56
29634295,"The Architect of Song (Haunted Hearts Legacy, #1)",A.G. Howard,fantasy,4.07,64
3198328,"Confessor (Sword of Truth, #11)",Terry Goodkind,fantasy,4.08,132
31434565,Who Let the Gods Out?,Maz Evans,fantasy,4.12,11
6892517,Legacy,Cayla Kluver,fantasy,3.67,57
21178801,Angelbound (Angelbound Origins #1),Christina Bauer,fantasy,4.01,11
8305151,The Poison Eaters: and Other Stories,Holly Black,fantasy,3.81,78
218715,Conjure Wife and Our Lady of Darkness,Fritz Leiber,fantasy,4.03,53
3949123,"The Painted Man (Demon Cycle, #1)",Peter V. Brett,fantasy,4.27,110
11100431,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan,fantasy,4.47,26246
25682172,Forte,J.D. Spero,fantasy,4.0,22
899109,Arthur Rex,Thomas Berger,fantasy,3.84,460
34214348,Chivalry's Children,Alexis P. Johnson,fantasy,4.0,8
23374533,"Tears for a World (Lonely World Trilogy, #1)",Alexander Fernandez,fantasy,4.06,9
17932393,"Tidal (Watersong, #3)",Amanda Hocking,fantasy,3.96,200
17290555,The Creature Department,Robert Paul Weston,fantasy,3.73,427
17230395,Lark's Quest (The Deeds of the Ariane Novellas #1),Barbara Cool Lee,fantasy,3.72,27
26125637,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,fantasy,4.07,19
19161481,"A Deepening Knowledge (A Life of Magic, #2)","Matthew D. Mitchell, R. Mitchell",fantasy,3.87,85
17313424,"The Archived (The Archived, #1)",Victoria Schwab,fantasy,4.02,73
24809319,Harry Potter and the Order of the Phoenix (Harry Potter #5),J.K. Rowling,fantasy,4.47,16
6241173,The Tombs of Atuan,"Ursula K. Le Guin, Gail Garraty",fantasy,4.07,74
19725697,"Into the Wild (Warriors, #1)",Erin Hunter,fantasy,4.29,1387
20486845,"A Broken Throne (Book of One, #5)",Jordan  Baker,fantasy,3.8,383
18041559,"The Temporal Stone (Morgan Sisters, #2)",Suzy Turner,fantasy,4.3,38
6250318,Meji: Book One,Milton J. Davis,fantasy,4.45,47
26042668,Pandora (Goddesses & Geeks #1),Jennifer Griffith,fantasy,3.29,51
17202596,"The Secret Seekers Society and the Beast of Bladenboro (The Secret Seekers Society, #1)",J.L. Hickey,fantasy,4.27,89
21444806,"Knights of Light (The Conjurors Series, #2)",Kristen Pham,fantasy,4.25,48
8460779,"Wizard Squared (Rogue Agent, #3)",K.E. Mills,fantasy,3.78,11
8683688,"Ghost Story (The Dresden Files, #13)",Jim Butcher,fantasy,4.25,177
22946018,The Eye of Zoltar,Jasper Fforde,fantasy,4.15,18
17472620,"The Warring States (The Wave Trilogy, #2)",Aidan Harte,fantasy,3.47,33
17997591,"Camelot Burning (Metal & Lace, #1)",Kathryn  Rose,fantasy,3.47,290
20957420,"The Stolen (An American Fairie Tale, #1)",Bishop O'Connell,fantasy,3.78,102
11295643,"Lords And Ladies (Discworld, #14)",Terry Pratchett,fantasy,4.15,623
607466,The Edge Chronicles 1: The  Curse of the Gloamglozer: First Book of Quint,"Paul Stewart, Chris Riddell",fantasy,4.09,5165
1293575,"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,fantasy,4.12,94
1293576,"The Hollow Hills (Arthurian Saga, #2)",Mary  Stewart,fantasy,4.23,96
1293577,"The Last Enchantment (Arthurian Saga, #3)",Mary  Stewart,fantasy,4.15,86
23676944,Elevation of the Marked (The Marked #2),March McCarron,fantasy,4.39,298
17262409,The Last Threshold,R.A. Salvatore,fantasy,4.19,137
17262407,"The Godborn (The Sundering, #2)",Paul S. Kemp,fantasy,3.97,997
11333336,"Artemis Fowl and the Time Paradox (Artemis Fowl, #6)",Eoin Colfer,fantasy,4.07,135
22590139,Blind Servitude,David Chattaway,fantasy,4.36,12
18778475,She Who Waits,Daniel Polansky,fantasy,4.34,34
2286292,"On Fire's Wings (Final Dance, #1)",Christie Golden,fantasy,3.63,32
13550631,Emerald City Dreamer (Dreams by Streetlight #1),Luna Lindsey,fantasy,3.7,42
424019,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",fantasy,3.86,1206
18658244,"Lure Of The Lamia (Warden, #2)",Kevin Hardman,fantasy,4.2,42
23466115,The Wolf Princess,Cathryn Constable,fantasy,3.67,68
17793483,"After the Fire (After the Fire, #1)",J.L. Murray,fantasy,3.91,26
13556068,Journey to the Fringe (Stone Mage Wars #1),Kelli Swofford Nielsen,fantasy,3.69,324
18652477,"The Fear Institute (Johannes Cabal, #3)",Jonathan L. Howard,fantasy,4.09,322
6445439,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,fantasy,4.13,9
29770782,Maresi: Das Lied der Insel,"Maria Turtschaninoff, Hedwig M. Binder",fantasy,3.76,7
93003,"The Horse and His Boy (Chronicles of Narnia, #3)",C.S. Lewis,fantasy,3.9,2498
13605642,Of Thieves and Elves: A Supernovella,A.P. Stephens,fantasy,3.88,15
235750,"City of Hawks (Greyhawk: Gord the Rogue, #3)",Gary Gygax,fantasy,3.65,319
22037456,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,fantasy,4.47,656
17447204,"The Land of Flames (The Karini and Lamek Chronicles, #1)",Cynthia P. Willow,fantasy,4.64,11
23149288,"Call To Arms (The Girl in the Arena, #1)",Lara Lee Hunter,fantasy,3.45,44
32055468,Strike at Midnight,Katie Epstein,fantasy,3.95,35
